날짜,요일,홈,방문,구장_x,관중수,지역,구장_y,수용인원(KBO),좌석수,점유율
2023/04/01,토,키움,한화,고척,16000,고척,고척스카이돔,"17,000",16000,100.0
2023/04/01,토,SSG,KIA,문학,23000,문학,인천 SSG 랜더스필드,"23,000",23000,100.0
2023/04/01,토,KT,LG,수원,18700,수원,케이티위즈파크,"20,000",18700,100.0
2023/04/01,토,두산,롯데,잠실,23750,잠실,서울종합운동장 야구장,"25,553",23750,100.0
2023/04/01,토,삼성,NC,대구,24000,대구,대구 삼성 라이온즈파크,"24,000",24000,100.0
2023/04/02,일,키움,한화,고척,11562,고척,고척스카이돔,"17,000",16000,72.2625
2023/04/02,일,SSG,KIA,문학,23000,문학,인천 SSG 랜더스필드,"23,000",23000,100.0
2023/04/02,일,KT,LG,수원,14700,수원,케이티위즈파크,"20,000",18700,78.6096256684492
2023/04/02,일,두산,롯데,잠실,23750,잠실,서울종합운동장 야구장,"25,553",23750,100.0
2023/04/02,일,삼성,NC,대구,18483,대구,대구 삼성 라이온즈파크,"24,000",24000,77.01249999999999
2023/04/04,화,삼성,한화,대구,5936,대구,대구 삼성 라이온즈파크,"24,000",24000,24.73333333333333
2023/04/04,화,키움,LG,고척,4510,고척,고척스카이돔,"17,000",16000,28.1875
2023/04/04,화,SSG,롯데,문학,5809,문학,인천 SSG 랜더스필드,"23,000",23000,25.256521739130434
2023/04/04,화,두산,NC,잠실,3924,잠실,서울종합운동장 야구장,"25,553",23750,16.522105263157894
2023/04/05,수,키움,LG,고척,4194,고척,고척스카이돔,"17,000",16000,26.2125
2023/04/05,수,두산,NC,잠실,2172,잠실,서울종합운동장 야구장,"25,553",23750,9.145263157894737
2023/04/06,목,삼성,한화,대구,6525,대구,대구 삼성 라이온즈파크,"24,000",24000,27.187499999999996
2023/04/06,목,키움,LG,고척,4556,고척,고척스카이돔,"17,000",16000,28.475
2023/04/06,목,두산,NC,잠실,3724,잠실,서울종합운동장 야구장,"25,553",23750,15.68
2023/04/07,금,롯데,KT,사직,14734,사직,사직야구장,"22,990",22758,64.74206872308639
2023/04/07,금,KIA,두산,광주,12821,광주,광주-KIA 챔피언스 필드,"20,500",20500,62.541463414634144
2023/04/07,금,한화,SSG,대전,10415,대전,한화생명 이글스 파크,"13,000",12000,86.79166666666667
2023/04/07,금,LG,삼성,잠실,17201,잠실,서울종합운동장 야구장,"25,553",23750,72.42526315789473
2023/04/07,금,NC,키움,창원,6867,창원,창원NC파크,"22,112",17891,38.38242691856241
2023/04/08,토,롯데,KT,사직,16555,사직,사직야구장,"22,990",22758,72.74365058440988
2023/04/08,토,KIA,두산,광주,16432,광주,광주-KIA 챔피언스 필드,"20,500",20500,80.15609756097561
2023/04/08,토,한화,SSG,대전,11232,대전,한화생명 이글스 파크,"13,000",12000,93.60000000000001
2023/04/08,토,LG,삼성,잠실,22141,잠실,서울종합운동장 야구장,"25,553",23750,93.22526315789473
2023/04/08,토,NC,키움,창원,9763,창원,창원NC파크,"22,112",17891,54.569336537924094
2023/04/09,일,롯데,KT,사직,12283,사직,사직야구장,"22,990",22758,53.97222954565427
2023/04/09,일,KIA,두산,광주,14070,광주,광주-KIA 챔피언스 필드,"20,500",20500,68.63414634146342
2023/04/09,일,한화,SSG,대전,9455,대전,한화생명 이글스 파크,"13,000",12000,78.79166666666667
2023/04/09,일,LG,삼성,잠실,20439,잠실,서울종합운동장 야구장,"25,553",23750,86.05894736842106
2023/04/09,일,NC,키움,창원,7686,창원,창원NC파크,"22,112",17891,42.96014756022581
2023/04/11,화,KIA,한화,광주,3623,광주,광주-KIA 챔피언스 필드,"20,500",20500,17.673170731707316
2023/04/11,화,NC,KT,창원,2069,창원,창원NC파크,"22,112",17891,11.564473757755296
2023/04/11,화,롯데,LG,사직,5286,사직,사직야구장,"22,990",22758,23.226997099920908
2023/04/11,화,삼성,SSG,대구,3907,대구,대구 삼성 라이온즈파크,"24,000",24000,16.27916666666667
2023/04/11,화,두산,키움,잠실,4372,잠실,서울종합운동장 야구장,"25,553",23750,18.408421052631578
2023/04/12,수,KIA,한화,광주,5252,광주,광주-KIA 챔피언스 필드,"20,500",20500,25.619512195121953
2023/04/12,수,NC,KT,창원,2448,창원,창원NC파크,"22,112",17891,13.682857302554357
2023/04/12,수,롯데,LG,사직,6519,사직,사직야구장,"22,990",22758,28.644872132876355
2023/04/12,수,삼성,SSG,대구,5405,대구,대구 삼성 라이온즈파크,"24,000",24000,22.520833333333336
2023/04/13,목,KIA,한화,광주,5457,광주,광주-KIA 챔피언스 필드,"20,500",20500,26.619512195121953
2023/04/13,목,NC,KT,창원,3174,창원,창원NC파크,"22,112",17891,17.740763512380525
2023/04/13,목,롯데,LG,사직,6505,사직,사직야구장,"22,990",22758,28.583355303629492
2023/04/13,목,삼성,SSG,대구,4648,대구,대구 삼성 라이온즈파크,"24,000",24000,19.366666666666667
2023/04/13,목,두산,키움,잠실,6917,잠실,서울종합운동장 야구장,"25,553",23750,29.124210526315792
2023/04/14,금,KT,한화,수원,7145,수원,케이티위즈파크,"20,000",18700,38.20855614973262
2023/04/14,금,키움,KIA,고척,8043,고척,고척스카이돔,"17,000",16000,50.26875
2023/04/14,금,삼성,롯데,대구,9124,대구,대구 삼성 라이온즈파크,"24,000",24000,38.016666666666666
2023/04/14,금,SSG,NC,문학,8218,문학,인천 SSG 랜더스필드,"23,000",23000,35.7304347826087
2023/04/14,금,LG,두산,잠실,16528,잠실,서울종합운동장 야구장,"25,553",23750,69.59157894736843
2023/04/15,토,KT,한화,수원,13212,수원,케이티위즈파크,"20,000",18700,70.6524064171123
2023/04/15,토,키움,KIA,고척,13752,고척,고척스카이돔,"17,000",16000,85.95
2023/04/15,토,삼성,롯데,대구,18231,대구,대구 삼성 라이온즈파크,"24,000",24000,75.9625
2023/04/15,토,SSG,NC,문학,13956,문학,인천 SSG 랜더스필드,"23,000",23000,60.678260869565214
2023/04/15,토,LG,두산,잠실,21243,잠실,서울종합운동장 야구장,"25,553",23750,89.4442105263158
2023/04/16,일,KT,한화,수원,13010,수원,케이티위즈파크,"20,000",18700,69.57219251336898
2023/04/16,일,키움,KIA,고척,11265,고척,고척스카이돔,"17,000",16000,70.40625
2023/04/16,일,삼성,롯데,대구,16076,대구,대구 삼성 라이온즈파크,"24,000",24000,66.98333333333333
2023/04/16,일,SSG,NC,문학,13460,문학,인천 SSG 랜더스필드,"23,000",23000,58.52173913043478
2023/04/16,일,LG,두산,잠실,20090,잠실,서울종합운동장 야구장,"25,553",23750,84.58947368421053
2023/04/18,화,롯데,KIA,사직,3829,사직,사직야구장,"22,990",22758,16.82485279901573
2023/04/18,화,LG,NC,잠실,6574,잠실,서울종합운동장 야구장,"25,553",23750,27.68
2023/04/18,화,한화,두산,대전,4012,대전,한화생명 이글스 파크,"13,000",12000,33.43333333333333
2023/04/18,화,KT,SSG,수원,3398,수원,케이티위즈파크,"20,000",18700,18.171122994652407
2023/04/18,화,키움,삼성,고척,3104,고척,고척스카이돔,"17,000",16000,19.400000000000002
2023/04/19,수,롯데,KIA,사직,4869,사직,사직야구장,"22,990",22758,21.394674400210913
2023/04/19,수,LG,NC,잠실,7090,잠실,서울종합운동장 야구장,"25,553",23750,29.85263157894737
2023/04/19,수,한화,두산,대전,4212,대전,한화생명 이글스 파크,"13,000",12000,35.099999999999994
2023/04/19,수,KT,SSG,수원,3405,수원,케이티위즈파크,"20,000",18700,18.208556149732622
2023/04/19,수,키움,삼성,고척,3869,고척,고척스카이돔,"17,000",16000,24.181250000000002
2023/04/20,목,롯데,KIA,사직,6423,사직,사직야구장,"22,990",22758,28.22304244661218
2023/04/20,목,LG,NC,잠실,9090,잠실,서울종합운동장 야구장,"25,553",23750,38.27368421052631
2023/04/20,목,한화,두산,대전,4122,대전,한화생명 이글스 파크,"13,000",12000,34.35
2023/04/20,목,KT,SSG,수원,4472,수원,케이티위즈파크,"20,000",18700,23.914438502673796
2023/04/20,목,키움,삼성,고척,3918,고척,고척스카이돔,"17,000",16000,24.4875
2023/04/21,금,두산,KT,잠실,6896,잠실,서울종합운동장 야구장,"25,553",23750,29.035789473684208
2023/04/21,금,한화,LG,대전,6004,대전,한화생명 이글스 파크,"13,000",12000,50.03333333333333
2023/04/21,금,NC,롯데,창원,12613,창원,창원NC파크,"22,112",17891,70.49913364261361
2023/04/21,금,KIA,삼성,광주,6870,광주,광주-KIA 챔피언스 필드,"20,500",20500,33.51219512195122
2023/04/21,금,SSG,키움,문학,12374,문학,인천 SSG 랜더스필드,"23,000",23000,53.800000000000004
2023/04/22,토,두산,KT,잠실,13410,잠실,서울종합운동장 야구장,"25,553",23750,56.46315789473684
2023/04/22,토,한화,LG,대전,11152,대전,한화생명 이글스 파크,"13,000",12000,92.93333333333334
2023/04/22,토,NC,롯데,창원,15130,창원,창원NC파크,"22,112",17891,84.56765971717624
2023/04/22,토,KIA,삼성,광주,12990,광주,광주-KIA 챔피언스 필드,"20,500",20500,63.36585365853659
2023/04/22,토,SSG,키움,문학,16535,문학,인천 SSG 랜더스필드,"23,000",23000,71.8913043478261
2023/04/23,일,두산,KT,잠실,10151,잠실,서울종합운동장 야구장,"25,553",23750,42.741052631578945
2023/04/23,일,한화,LG,대전,9023,대전,한화생명 이글스 파크,"13,000",12000,75.19166666666666
2023/04/23,일,NC,롯데,창원,13286,창원,창원NC파크,"22,112",17891,74.26080152031747
2023/04/23,일,KIA,삼성,광주,10026,광주,광주-KIA 챔피언스 필드,"20,500",20500,48.90731707317073
2023/04/23,일,SSG,키움,문학,15878,문학,인천 SSG 랜더스필드,"23,000",23000,69.03478260869565
2023/04/25,화,키움,KT,고척,2956,고척,고척스카이돔,"17,000",16000,18.475
2023/04/25,화,KIA,NC,광주,2216,광주,광주-KIA 챔피언스 필드,"20,500",20500,10.809756097560976
2023/04/25,화,LG,SSG,잠실,7344,잠실,서울종합운동장 야구장,"25,553",23750,30.922105263157896
2023/04/26,수,롯데,한화,사직,7905,사직,사직야구장,"22,990",22758,34.73503822831532
2023/04/26,수,키움,KT,고척,2489,고척,고척스카이돔,"17,000",16000,15.556249999999999
2023/04/26,수,KIA,NC,광주,4798,광주,광주-KIA 챔피언스 필드,"20,500",20500,23.40487804878049
2023/04/26,수,삼성,두산,대구,9213,대구,대구 삼성 라이온즈파크,"24,000",24000,38.3875
2023/04/26,수,LG,SSG,잠실,10419,잠실,서울종합운동장 야구장,"25,553",23750,43.869473684210526
2023/04/27,목,롯데,한화,사직,10393,사직,사직야구장,"22,990",22758,45.667457597328415
2023/04/27,목,키움,KT,고척,3024,고척,고척스카이돔,"17,000",16000,18.9
2023/04/27,목,KIA,NC,광주,6017,광주,광주-KIA 챔피언스 필드,"20,500",20500,29.35121951219512
2023/04/27,목,삼성,두산,대구,8473,대구,대구 삼성 라이온즈파크,"24,000",24000,35.30416666666667
2023/04/27,목,LG,SSG,잠실,13061,잠실,서울종합운동장 야구장,"25,553",23750,54.99368421052632
2023/04/28,금,LG,KIA,잠실,22695,잠실,서울종합운동장 야구장,"25,553",23750,95.55789473684212
2023/04/28,금,한화,NC,대전,7242,대전,한화생명 이글스 파크,"13,000",12000,60.35
2023/04/28,금,SSG,두산,문학,14909,문학,인천 SSG 랜더스필드,"23,000",23000,64.82173913043479
2023/04/28,금,KT,삼성,수원,7314,수원,케이티위즈파크,"20,000",18700,39.11229946524064
2023/04/28,금,롯데,키움,사직,14343,사직,사직야구장,"22,990",22758,63.02399156340628
2023/04/29,토,LG,KIA,잠실,23750,잠실,서울종합운동장 야구장,"25,553",23750,100.0
2023/04/29,토,한화,NC,대전,7813,대전,한화생명 이글스 파크,"13,000",12000,65.10833333333333
2023/04/29,토,SSG,두산,문학,20180,문학,인천 SSG 랜더스필드,"23,000",23000,87.73913043478261
2023/04/29,토,KT,삼성,수원,12039,수원,케이티위즈파크,"20,000",18700,64.37967914438502
2023/04/30,일,LG,KIA,잠실,23750,잠실,서울종합운동장 야구장,"25,553",23750,100.0
2023/04/30,일,한화,NC,대전,10442,대전,한화생명 이글스 파크,"13,000",12000,87.01666666666667
2023/04/30,일,SSG,두산,문학,21026,문학,인천 SSG 랜더스필드,"23,000",23000,91.41739130434783
2023/04/30,일,KT,삼성,수원,14582,수원,케이티위즈파크,"20,000",18700,77.97860962566845
2023/04/30,일,롯데,키움,사직,22990,사직,사직야구장,"22,990",22758,101.01942174180508
2023/05/02,화,두산,한화,잠실,9834,잠실,서울종합운동장 야구장,"25,553",23750,41.40631578947369
2023/05/02,화,SSG,KT,문학,6950,문학,인천 SSG 랜더스필드,"23,000",23000,30.217391304347824
2023/05/02,화,NC,LG,창원,3939,창원,창원NC파크,"22,112",17891,22.016656419428763
2023/05/02,화,KIA,롯데,광주,8892,광주,광주-KIA 챔피언스 필드,"20,500",20500,43.37560975609756
2023/05/02,화,삼성,키움,대구,10624,대구,대구 삼성 라이온즈파크,"24,000",24000,44.266666666666666
2023/05/03,수,두산,한화,잠실,14271,잠실,서울종합운동장 야구장,"25,553",23750,60.08842105263158
2023/05/03,수,SSG,KT,문학,7703,문학,인천 SSG 랜더스필드,"23,000",23000,33.49130434782609
2023/05/03,수,NC,LG,창원,4874,창원,창원NC파크,"22,112",17891,27.242747750265494
2023/05/03,수,KIA,롯데,광주,13815,광주,광주-KIA 챔피언스 필드,"20,500",20500,67.39024390243902
2023/05/03,수,삼성,키움,대구,13394,대구,대구 삼성 라이온즈파크,"24,000",24000,55.80833333333334
2023/05/04,목,두산,한화,잠실,10825,잠실,서울종합운동장 야구장,"25,553",23750,45.578947368421055
2023/05/04,목,SSG,KT,문학,7529,문학,인천 SSG 랜더스필드,"23,000",23000,32.73478260869565
2023/05/04,목,삼성,키움,대구,12076,대구,대구 삼성 라이온즈파크,"24,000",24000,50.31666666666666
2023/05/05,금,키움,SSG,고척,16000,고척,고척스카이돔,"17,000",16000,100.0
2023/05/06,토,키움,SSG,고척,11063,고척,고척스카이돔,"17,000",16000,69.14375
2023/05/07,일,한화,KT,대전,8551,대전,한화생명 이글스 파크,"13,000",12000,71.25833333333334
2023/05/07,일,두산,LG,잠실,22073,잠실,서울종합운동장 야구장,"25,553",23750,92.93894736842105
2023/05/07,일,키움,SSG,고척,7623,고척,고척스카이돔,"17,000",16000,47.643750000000004
2023/05/09,화,KT,NC,수원,2764,수원,케이티위즈파크,"20,000",18700,14.780748663101603
2023/05/09,화,롯데,두산,사직,11643,사직,사직야구장,"22,990",22758,51.16003163722647
2023/05/09,화,KIA,SSG,광주,8916,광주,광주-KIA 챔피언스 필드,"20,500",20500,43.49268292682927
2023/05/09,화,한화,삼성,대전,5014,대전,한화생명 이글스 파크,"13,000",12000,41.78333333333333
2023/05/09,화,LG,키움,잠실,10421,잠실,서울종합운동장 야구장,"25,553",23750,43.8778947368421
2023/05/10,수,KT,NC,수원,3734,수원,케이티위즈파크,"20,000",18700,19.967914438502675
2023/05/10,수,롯데,두산,사직,11435,사직,사직야구장,"22,990",22758,50.24606731698743
2023/05/10,수,KIA,SSG,광주,8481,광주,광주-KIA 챔피언스 필드,"20,500",20500,41.37073170731707
2023/05/10,수,한화,삼성,대전,5865,대전,한화생명 이글스 파크,"13,000",12000,48.875
2023/05/10,수,LG,키움,잠실,12125,잠실,서울종합운동장 야구장,"25,553",23750,51.05263157894737
2023/05/11,목,KT,NC,수원,3934,수원,케이티위즈파크,"20,000",18700,21.037433155080215
2023/05/11,목,롯데,두산,사직,13350,사직,사직야구장,"22,990",22758,58.66069074611126
2023/05/11,목,KIA,SSG,광주,8898,광주,광주-KIA 챔피언스 필드,"20,500",20500,43.40487804878049
2023/05/11,목,한화,삼성,대전,6007,대전,한화생명 이글스 파크,"13,000",12000,50.05833333333334
2023/05/11,목,LG,키움,잠실,11773,잠실,서울종합운동장 야구장,"25,553",23750,49.57052631578948
2023/05/12,금,SSG,한화,문학,14395,문학,인천 SSG 랜더스필드,"23,000",23000,62.58695652173913
2023/05/12,금,두산,KIA,잠실,20563,잠실,서울종합운동장 야구장,"25,553",23750,86.58105263157894
2023/05/12,금,삼성,LG,대구,13765,대구,대구 삼성 라이온즈파크,"24,000",24000,57.354166666666664
2023/05/12,금,KT,롯데,수원,10937,수원,케이티위즈파크,"20,000",18700,58.48663101604278
2023/05/12,금,키움,NC,고척,3866,고척,고척스카이돔,"17,000",16000,24.1625
2023/05/13,토,SSG,한화,문학,23000,문학,인천 SSG 랜더스필드,"23,000",23000,100.0
2023/05/13,토,두산,KIA,잠실,23750,잠실,서울종합운동장 야구장,"25,553",23750,100.0
2023/05/13,토,삼성,LG,대구,21817,대구,대구 삼성 라이온즈파크,"24,000",24000,90.90416666666667
2023/05/13,토,KT,롯데,수원,18700,수원,케이티위즈파크,"20,000",18700,100.0
2023/05/13,토,키움,NC,고척,6573,고척,고척스카이돔,"17,000",16000,41.081250000000004
2023/05/14,일,SSG,한화,문학,20757,문학,인천 SSG 랜더스필드,"23,000",23000,90.24782608695652
2023/05/14,일,두산,KIA,잠실,23750,잠실,서울종합운동장 야구장,"25,553",23750,100.0
2023/05/14,일,삼성,LG,대구,18569,대구,대구 삼성 라이온즈파크,"24,000",24000,77.37083333333334
2023/05/14,일,KT,롯데,수원,15470,수원,케이티위즈파크,"20,000",18700,82.72727272727273
2023/05/14,일,키움,NC,고척,5634,고척,고척스카이돔,"17,000",16000,35.212500000000006
2023/05/16,화,삼성,KIA,대구,9112,대구,대구 삼성 라이온즈파크,"24,000",24000,37.96666666666667
2023/05/16,화,LG,KT,잠실,8567,잠실,서울종합운동장 야구장,"25,553",23750,36.07157894736842
2023/05/16,화,한화,롯데,대전,6138,대전,한화생명 이글스 파크,"13,000",12000,51.15
2023/05/16,화,키움,두산,고척,5662,고척,고척스카이돔,"17,000",16000,35.3875
2023/05/16,화,NC,SSG,창원,4113,창원,창원NC파크,"22,112",17891,22.989212453188753
2023/05/17,수,삼성,KIA,대구,10979,대구,대구 삼성 라이온즈파크,"24,000",24000,45.74583333333334
2023/05/17,수,LG,KT,잠실,9838,잠실,서울종합운동장 야구장,"25,553",23750,41.42315789473684
2023/05/17,수,한화,롯데,대전,6269,대전,한화생명 이글스 파크,"13,000",12000,52.24166666666667
2023/05/17,수,키움,두산,고척,5232,고척,고척스카이돔,"17,000",16000,32.7
2023/05/17,수,NC,SSG,창원,4344,창원,창원NC파크,"22,112",17891,24.280364429042535
2023/05/18,목,LG,KT,잠실,9155,잠실,서울종합운동장 야구장,"25,553",23750,38.54736842105263
2023/05/18,목,한화,롯데,대전,6116,대전,한화생명 이글스 파크,"13,000",12000,50.96666666666667
2023/05/18,목,키움,두산,고척,5742,고척,고척스카이돔,"17,000",16000,35.8875
2023/05/19,금,LG,한화,잠실,19798,잠실,서울종합운동장 야구장,"25,553",23750,83.36
2023/05/19,금,KT,두산,수원,6817,수원,케이티위즈파크,"20,000",18700,36.45454545454545
2023/05/19,금,롯데,SSG,사직,19011,사직,사직야구장,"22,990",22758,83.53546005800159
2023/05/19,금,NC,삼성,창원,8493,창원,창원NC파크,"22,112",17891,47.47079537197473
2023/05/19,금,KIA,키움,광주,11290,광주,광주-KIA 챔피언스 필드,"20,500",20500,55.07317073170732
2023/05/20,토,LG,한화,잠실,23750,잠실,서울종합운동장 야구장,"25,553",23750,100.0
2023/05/20,토,KT,두산,수원,13253,수원,케이티위즈파크,"20,000",18700,70.8716577540107
2023/05/20,토,롯데,SSG,사직,22990,사직,사직야구장,"22,990",22758,101.01942174180508
2023/05/20,토,NC,삼성,창원,14870,창원,창원NC파크,"22,112",17891,83.11441506902912
2023/05/20,토,KIA,키움,광주,19030,광주,광주-KIA 챔피언스 필드,"20,500",20500,92.82926829268293
2023/05/21,일,LG,한화,잠실,22054,잠실,서울종합운동장 야구장,"25,553",23750,92.85894736842106
2023/05/21,일,KT,두산,수원,10521,수원,케이티위즈파크,"20,000",18700,56.2620320855615
2023/05/21,일,롯데,SSG,사직,22990,사직,사직야구장,"22,990",22758,101.01942174180508
2023/05/21,일,NC,삼성,창원,10910,창원,창원NC파크,"22,112",17891,60.98038119725001
2023/05/21,일,KIA,키움,광주,14617,광주,광주-KIA 챔피언스 필드,"20,500",20500,71.30243902439024
2023/05/23,화,한화,KIA,대전,6376,대전,한화생명 이글스 파크,"13,000",12000,53.13333333333333
2023/05/23,화,SSG,LG,문학,12508,문학,인천 SSG 랜더스필드,"23,000",23000,54.38260869565218
2023/05/23,화,롯데,NC,사직,15047,사직,사직야구장,"22,990",22758,66.11740926267686
2023/05/23,화,두산,삼성,잠실,10733,잠실,서울종합운동장 야구장,"25,553",23750,45.19157894736842
2023/05/23,화,KT,키움,수원,4203,수원,케이티위즈파크,"20,000",18700,22.475935828877006
2023/05/24,수,한화,KIA,대전,7004,대전,한화생명 이글스 파크,"13,000",12000,58.36666666666667
2023/05/24,수,SSG,LG,문학,16829,문학,인천 SSG 랜더스필드,"23,000",23000,73.16956521739131
2023/05/24,수,롯데,NC,사직,14244,사직,사직야구장,"22,990",22758,62.58897969944635
2023/05/24,수,두산,삼성,잠실,11108,잠실,서울종합운동장 야구장,"25,553",23750,46.770526315789475
2023/05/24,수,KT,키움,수원,5173,수원,케이티위즈파크,"20,000",18700,27.663101604278072
2023/05/25,목,한화,KIA,대전,8186,대전,한화생명 이글스 파크,"13,000",12000,68.21666666666667
2023/05/25,목,SSG,LG,문학,17575,문학,인천 SSG 랜더스필드,"23,000",23000,76.41304347826086
2023/05/25,목,롯데,NC,사직,15221,사직,사직야구장,"22,990",22758,66.88197556903067
2023/05/25,목,두산,삼성,잠실,11005,잠실,서울종합운동장 야구장,"25,553",23750,46.33684210526316
2023/05/25,목,KT,키움,수원,5235,수원,케이티위즈파크,"20,000",18700,27.994652406417114
2023/05/26,금,NC,한화,창원,5952,창원,창원NC파크,"22,112",17891,33.268123637583145
2023/05/26,금,삼성,KT,대구,12874,대구,대구 삼성 라이온즈파크,"24,000",24000,53.641666666666666
2023/05/26,금,KIA,LG,광주,10954,광주,광주-KIA 챔피언스 필드,"20,500",20500,53.43414634146342
2023/05/26,금,키움,롯데,고척,11692,고척,고척스카이돔,"17,000",16000,73.075
2023/05/26,금,두산,SSG,잠실,10428,잠실,서울종합운동장 야구장,"25,553",23750,43.90736842105263
2023/05/27,토,NC,한화,창원,9558,창원,창원NC파크,"22,112",17891,53.42350902688503
2023/05/27,토,삼성,KT,대구,17305,대구,대구 삼성 라이온즈파크,"24,000",24000,72.10416666666667
2023/05/27,토,KIA,LG,광주,17931,광주,광주-KIA 챔피언스 필드,"20,500",20500,87.46829268292683
2023/05/27,토,키움,롯데,고척,16000,고척,고척스카이돔,"17,000",16000,100.0
2023/05/28,일,삼성,KT,대구,14523,대구,대구 삼성 라이온즈파크,"24,000",24000,60.5125
2023/05/28,일,KIA,LG,광주,17015,광주,광주-KIA 챔피언스 필드,"20,500",20500,83.0
2023/05/28,일,키움,롯데,고척,16000,고척,고척스카이돔,"17,000",16000,100.0
2023/05/30,화,KIA,KT,광주,5352,광주,광주-KIA 챔피언스 필드,"20,500",20500,26.107317073170734
2023/05/30,화,LG,롯데,잠실,20330,잠실,서울종합운동장 야구장,"25,553",23750,85.6
2023/05/30,화,NC,두산,창원,3180,창원,창원NC파크,"22,112",17891,17.774299927337765
2023/05/30,화,SSG,삼성,문학,10232,문학,인천 SSG 랜더스필드,"23,000",23000,44.48695652173913
2023/05/30,화,한화,키움,대전,4486,대전,한화생명 이글스 파크,"13,000",12000,37.38333333333333
2023/05/31,수,KIA,KT,광주,7244,광주,광주-KIA 챔피언스 필드,"20,500",20500,35.33658536585366
2023/05/31,수,LG,롯데,잠실,21269,잠실,서울종합운동장 야구장,"25,553",23750,89.55368421052631
2023/05/31,수,NC,두산,창원,4180,창원,창원NC파크,"22,112",17891,23.36370242021128
2023/05/31,수,SSG,삼성,문학,10745,문학,인천 SSG 랜더스필드,"23,000",23000,46.71739130434783
2023/05/31,수,한화,키움,대전,4384,대전,한화생명 이글스 파크,"13,000",12000,36.53333333333333
2023/06/01,목,LG,롯데,잠실,22020,잠실,서울종합운동장 야구장,"25,553",23750,92.71578947368421
2023/06/01,목,SSG,삼성,문학,9028,문학,인천 SSG 랜더스필드,"23,000",23000,39.25217391304348
2023/06/01,목,한화,키움,대전,5040,대전,한화생명 이글스 파크,"13,000",12000,42.0
2023/06/02,금,롯데,KIA,사직,18996,사직,사직야구장,"22,990",22758,83.46954916952281
